resposta_id,tweet_pai,candidato,data
1578066108715868160,1578058399551569921,Lula,
1578067030590234633,1578058399551569921,Lula,
1578062033827807233,1578058399551569921,Lula,
1578083055838892032,1578058399551569921,Lula,
1578110572666978305,1578058399551569921,Lula,
1571493493322747904,1571491731589177347,Ciro Gomes,
1571590690563584000,1571491731589177347,Ciro Gomes,
1571505729374228481,1571491731589177347,Ciro Gomes,
1571514647907553281,1571491731589177347,Ciro Gomes,
1571494053048627203,1571491731589177347,Ciro Gomes,
1571495476205330433,1571491731589177347,Ciro Gomes,
1571503099692335106,1571491731589177347,Ciro Gomes,
1571582463897669632,1571491731589177347,Ciro Gomes,
1571495589358993408,1571491731589177347,Ciro Gomes,
1571666682447290369,1571491731589177347,Ciro Gomes,
1571904921191989251,1571491731589177347,Ciro Gomes,
1571657562549788673,1571491731589177347,Ciro Gomes,
1571517364243513345,1571491731589177347,Ciro Gomes,
1571977618056183809,1571491731589177347,Ciro Gomes,
1571491919699611648,1571491731589177347,Ciro Gomes,
1571951924424970240,1571491731589177347,Ciro Gomes,
1571540073392267264,1571491731589177347,Ciro Gomes,
1571598104079515652,1571491731589177347,Ciro Gomes,
1571555263827644424,1571491731589177347,Ciro Gomes,
1571588982571425798,1571491731589177347,Ciro Gomes,
1565096219432591361,1565089123362570240,Lula,
1565091513503301633,1565089123362570240,Lula,
1565685360822190084,1565089123362570240,Lula,
1565144625945395200,1565089123362570240,Lula,
1565284737337409538,1565089123362570240,Lula,
1565110338625863681,1565089123362570240,Lula,
1565091214713667590,1565089123362570240,Lula,
1565425162341781505,1565089123362570240,Lula,
1565140761028485122,1565089123362570240,Lula,
1565126127722663937,1565089123362570240,Lula,
1565133295884566528,1565089123362570240,Lula,
1565184097932263424,1565089123362570240,Lula,
1565090057333137411,1565089123362570240,Lula,
1565128560494379008,1565089123362570240,Lula,
1565279939116531712,1565089123362570240,Lula,
1565151660804083713,1565089123362570240,Lula,
1566769037509627912,1565089123362570240,Lula,
1565278216276918272,1565089123362570240,Lula,
1565123244570677249,1565089123362570240,Lula,
1565794892009406464,1565089123362570240,Lula,
1585970169012068352,1585969559336427520,Bolsonaro,
1585973713522298881,1585969559336427520,Bolsonaro,
1585970947575926784,1585969559336427520,Bolsonaro,
1582361612694224897,1582324015409922048,Lula,
1582369123287568386,1582324015409922048,Lula,
1582496738190843904,1582324015409922048,Lula,
1582433885644034048,1582324015409922048,Lula,
1582325692414406657,1582324015409922048,Lula,
1586036603536932865,1585969559336427520,Bolsonaro,
1582365526243700737,1582324015409922048,Lula,
1582371756529963009,1582324015409922048,Lula,
1586017153240760325,1585969559336427520,Bolsonaro,
1582456762980261888,1582324015409922048,Lula,
